input,output
沙僧拉着马，八戒挑着担，行者跟在后面，长老在马上抱拳说：“麻烦你先带路，到大路上再见。”,沙僧牵马，八戒挑担，行者紧随左右，长老在马上拱手道：“樵哥，烦先引路，到大路上相别。”
雨中的千株老柏，半空中弥漫着青翠的气息；一壑中的万节修篁，弥漫着苍翠的颜色。,千株老柏，带雨半空青冉冉；万节修篁，含烟一壑色苍苍。
行者暗自笑了起来：“好吧，我这批人中有三十个，都在中前后，等我抓住你，你就能和我一起走，不用再耽搁一天。你带了多少钱，我们一起去吧。”,行者暗笑道：“也罢，我这批上有三十个人，都在这中前后，等我拘将来就你，便有一日耽阁。你可有盘缠，把些儿我去。”
"""不要想着！不要想着！我有能力过日子，就怕你去了西天我也无法跟上。""",“莫念！莫念！我是有处过日子的，只怕你无我去不得西天。”
行者从他角尖的眼里钻出来，展现出了真实的形态，拔出铁棒，猛地一击，声音如雷，仿佛摧毁了铜山，裂开了金铙，可惜将佛门的器物打成了千百块散碎的金！,行者却自他角尖钻眼里钻出，现了原身，掣出铁棒，照铙钹当的一声打去，就如崩倒铜山，咋开金铙，可惜把个佛门之器，打做个千百块散碎之金！
老者吓得说不出话来，摇着头，挥着手说：“这不像人的样子！”,”老者战兢兢钳口难言，摇着头，摆着手道：“不不不不象人模样！
在黄沙迷蒙的地方，人难以前行；怪石嶙峋，道路又怎能平坦呢？,黄沙迷目人难走，怪石伤残路怎平。
行者听到那座梁中传来的声音，勃然大怒：“你对我师父有什么仇恨，竟然想出这种阴险的计谋来对付他！”,行者在那梁中听见，心中大怒道：“我师父与你有甚毒情，这般算计吃他！”
三藏说：“悟净说得对，悟空虽然有些粗心，但还是有细腻的一面。”,三藏道：“悟净说得好，呆子粗夯，悟空还有些细腻。”
来去如云雨，挥洒似风雷。,翻云覆雨随来往，吐雾喷风任发挥。
四队人马行进了一段路程，眼前忽然出现了一座邻近的城池。,四众行彀多时，前又遇城池相近。
金蝉乃灵通本讳，却因无意倾听佛法，转而承受尘世苦难，生于凡间受尽束缚。,灵通本讳号金蝉，只为无心听佛讲，转托尘凡苦受磨，降生世俗遭罗网。
八戒转身，发现那些小行者已经消失不见，他感叹道：“哥哥的法相也消失了！”,八戒回头，就不见那些小行者，道：“哥哥的法相儿都去了！”
她长得像王嫱，看起来像楚女。,貌若王嫱，颜如楚女。
在黑暗中，六街的灯火渐渐昏暗起来。,茫茫三市暗，冉冉六街昏。
八戒下马：“你们别废话了，等老猪看看这有多厚。”,八戒跳下马来：“你们且休讲闲口，等老猪试看有多少厚薄。”
九重殿堂破损严重，五凤楼摇摇欲坠，梁柱岌岌可危。,九重殿损壁崩墙，五凤楼摇梁撼柱。
真仙转身躲避，迅速用钩子反击。,那真仙侧身躲过，使钩子急架相还。
女王接着问道：“是哪两样呢？”,”女王又问：“怎么两样？
大圣心中默默地感到高兴：“李长庚说的果然没错！果然没错！”,这大圣心中暗喜道：“李长庚之言，真是不妄！真是不妄！”
唐僧刚停下来，金刚就赶了上来，喊道：“你要取经的吗？跟我走吧！”,金刚随即赶上唐僧，叫道：“取经的，跟我来！”
角木蛟、斗木獬、奎木狼、井木犴立刻赶到，问道：“孙大圣，我们要去哪里除妖？”,旁即闪过角木蛟、斗木獬、奎木狼、井木犴应声呼道：“孙大圣，点我等何处降妖？”
行者说：“你不知道吗？我就是五百年前大闹天宫的齐天大圣孙悟空。”,”行者道：“你是不知，我乃五百年前大闹天宫的齐天大圣孙悟空是也。
那个人开口骂道：“这个秃子太无礼了！没有盘缠，还让我一个人受伤害！”,那一个开言骂道：“这秃厮老大无礼！盘缠没有，转伤我一个人！”
悟空说：“这很难。”,悟空道：“这个却难！却难！”
行者笑着说：“就像有两只鸟，原本在一起飞翔，但突然被狂风暴雨吓散了，雌鸟无法见到雄鸟，雄鸟也无法见到雌鸟，雌鸟想念雄鸟，雄鸟也想念雌鸟：这不就像两只鸟失去了群体吗？”,行者笑道：“有雌雄二鸟，原在一处同飞，忽被暴风骤雨惊散，雌不能见雄，雄不能见雌，雌乃想雄，雄亦想雌：这不是双鸟失群也？”
发出一声呼唤，但又害怕回应。,又叫一声，又不敢答应。
木叉道：“我师将来，先派我来告知你尽早跟随唐僧成为他的徒弟。要求你将挂在脖子上的骷髅与这个葫芦结合起来，按照九宫的阵法制成一艘法船，帮助他穿越这片弱水。”,木叉道：“我师未来，先差我来吩咐你早跟唐僧做个徒弟。叫把你项下挂的骷髅与这个葫芦，按九宫结做一只法船，渡他过此弱水。”
我放过你，停止吹风。,我且饶你，把风收了。
行者听到这个消息，高兴地走上大厅，八戒和沙僧分别坐在左右，摆上斋菜。沙僧问：“师兄，师父在哪里？”,”行者见说，欣然登堂上坐，八戒、沙僧分坐左右，摆上斋来。沙僧便问道：“师兄，师父在那里哩？
没有愚蠢的南无现无愚佛。,南无现无愚佛。
再次翻阅毛虫的文簿，可以看到那只猴子一百三十条已经是孙大圣小时候得道的时候了。他曾经大闹阴司，消除死亡的记录，从此以后所有的猴属都再也没有名字了。,再看毛虫文簿，那猴子一百三十条已是孙大圣幼年得道之时，大闹阴司，消死名一笔勾之，自后来凡是猴属，尽无名号。
当官的人带着旨前来宣读，我感到惶恐，不敢违抗君命，只好匆忙整理衣冠，随同旨意前往朝堂，在皇帝面前跪下请罪。,一见当驾官赍旨来宣，惶惧无任，又不敢违迟君命，只得急急整衣束带，同旨入朝，在御前叩头请罪。
长老无可奈何，心中带着一丝不悦，缓步走上桥，继续前行。突然，眼前一座茅屋内有一座木香亭子，亭下三名女子正在玩踢气球游戏。,长老没计奈何，也带了几分不是，趋步上桥，又走了几步，只见那茅屋里面有一座木香亭子，亭子下又有三个女子在那里踢气球哩。
二将军站在门边，整夜都没有见过任何不寻常的东西。,二将军侍立门旁，一夜天晚，更不曾见一点邪崇。
四个人匆忙回到山上，脚步匆忙，然后又匆忙地上了雷音。,四众急急回山，无好步，忙忙又转上雷音。
夕阳西下，家家户户都飘出了烟火的气息；湖水清澈见底，寒风中透出迷人的湖光。,家家烟火夕阳多，处处湖光寒水溜。
他师徒感激皇恩，告别王宫西行，国王亲自率领众多官员远送。,他师徒受了皇恩，辞王西去，国王又率多官远送。
沙僧问：“在说些什么旧事？”,沙僧道：“甚么旧话？”
行者说：“前几天我和尊师告别后，我去天上查探情况。太白金星认出那只妖魔是犀牛，告诉我要请四木禽星来帮忙。我向玉帝汇报后，被委派去洞口与妖魔交战。妖魔逃走了，斗、奎二宿救出了尊师。我和井、角二宿一起追击妖魔，一直追到西洋大海，幸好龙王派儿子率兵相助，最终成功捕获并带到这里审问。”,行者道：“自前日别了尊师，老孙上天查访，蒙太白金星识得妖魔是犀牛，指示请四木禽星。当时奏闻玉帝，蒙旨差委，直至洞口交战。妖王走了，又蒙斗、奎二宿救出尊师。老孙与井、角二宿并力追妖，直赶到西洋大海，又亏龙王遣子帅兵相助，所以捕获到此审究也。”
长老认出了他的声音，说道：“悟空，你要杀我吗？你在哪里叫我？”,那长老认得他的声音道：“悟空啊，想杀我也！你在那里叫我哩？”
上房院主正在整理素食供品，邀请孙老爷享用斋菜。,正说处，那上房院主，又整治素供，请孙老爷吃斋。
他似乎得到了鬼神的帮助。,想是有鬼神暗助他也。
行者听到这话笑了起来：“你妹妹嫁给了多少人？”,”行者闻言笑道：“你妹妹有几个妹丈？
你认为他怎么才能赶上呢？,你道他怎能赶上？
国王扶着近侍小宦，艰难地从龙床上下来，弯腰迎接，长老匆忙起身，站在一旁。,那国王即扶着近侍小宦，挣下龙床，躬身迎接，慌得那长老急起身，侧立于旁。
天门金光闪闪，连接着地面上的彩雾。,金光湛湛幌天门，彩雾辉辉连地里。
那位女士说：“卖马的人还年轻。”,那妇人道：“贩马的客人尚还小。”
那只龟点点头，然后迅速钻进水里。,只见那龟点点头，钻下水去了。
努力棒打剑迎齐，稍显松慢或见阎王。,棒打剑迎齐努力，有些松慢见阎王。
片刻回报道：“遵命察看金光之处，发现东胜神洲海东有一个傲来小国，名叫花果山。山上一块仙石，如蛋大小，遇风化成一只石猴，向四方行礼，眼中金光直冲斗府。如今石猴已进食水，金光将隐匿。”,须臾回报道：“臣奉旨观听金光之处，乃东胜神洲海东傲来小国之界，有一座花果山，山上有一仙石，石产一卵，见风化一石猴，在那里拜四方，眼运金光，射冲斗府。如今服饵水食，金光将潜息矣。”
两家对抗，谁都不肯认输！,两家齐斗勇，那个肯干休！
在金木的威力下，整个世界都威严非凡，刀锋的转动中蕴含着无与伦比的圆通。,金木施威盈法界，刀圭展转合圆通。
经历了几番艰辛的淘染，飞来飞去却都是徒劳。,辛苦几番淘染，飞来飞去空忙。
行者说：“我觉得他可能去树林里捡柴了。我去看一下。”,行者道：“想是他钻进林子里寻柴去了。等我看看来。”
僧人们坚决不后退。,众僧决不敢退。
魔王下令传达。,那魔王即令传宣。
唐僧心中充满了忧虑，跟着国王来到了后宫。他们听见了鼓乐声喧，闻到了阵阵异香，唐僧低下头，不敢抬头望着国王。,却说那唐僧忧忧愁愁，随着国王至后宫，只听得鼓乐喧天，随闻得异香扑鼻，低着头，不敢仰视。
眼眸如闪烁的明星，洁白如雪的牙齿宛如排列整齐的锯齿。,眼如晚出明星皎，牙似重排锯齿分。
各寻门户救孩童，都看鹅笼援骨血。,悠悠荡荡，各寻门户救孩童；烈烈轰轰，都看鹅笼援骨血。
苍头再次端来茶水，茶水饮用完毕，几碗胡麻饭也被捧了出來。,又有苍头献茶，茶罢捧出几碗胡麻饭。
还未说完，只见八戒和一群小和尚，手里提着两个灯笼，走上来说道：“师父，扫了塔不睡觉，在这里讲什么？”,说未了，只见八戒与两三个小和尚，自塔下提着两个灯笼，走上来道：“师父，扫了塔不去睡觉，在这里讲甚么哩？”
呆子问：“谁叫我的法名？”,呆子忍不住问道：“是那个叫我的法名？”
行者看了很久，突然喝住对方：“停下！这人不可靠！不要无礼！你是谁的土地，来骗我！拿棍！”,不知行者端详已久，喝一声：“且住！这厮不是好人！休得无礼！你是甚么土地，来诳老孙！看棍！”
