input,output
不一会儿，肉就熟了，呼延灼请酒保也和他一起喝了点酒吃了点肉，然后告诉他：我是朝廷军官，因为抓捕梁山泊失败，打算去青州投靠慕容知府。,少刻肉熟，呼延灼酒保也与他些酒肉吃了，分付道：我是朝廷军官，为因收捕梁山泊失利，待往青州投慕容知府。
"黄文炳虽然是闲散的通判，但他的内心却充满了恶意，经常做坏事。在军队中，他被称为""黄蜂刺""。","""这黄文炳虽是罢闲通判，心里只要害人，惯行歹事，无为军都叫他做""黄蜂刺。"
四处传来混乱的喊叫声，不知道军队是从哪里冒出来的。,四下里喊声乱起，正不知军兵从那里来。
那家伙根本不屑于接手，他只是恼怒地催促着武松继续前行。,那厮两个那里肯接，恼忿忿地只要催促武松上路。
武松迅速冲过去，毫不犹豫地砍下了他的头。,武松赶入去，一刀先割下头来。
在马上祝彪将横担放下，左手握弓，右手拉箭，搭上箭，拉满弓，瞄准较亲，然后转身背翻身一箭射出，李应急躲时，箭已射中他的手臂。,祝彪把横担在马上，左手拈弓，右手取箭，搭上箭，拽满弓，觑得较亲，背翻身一箭，李应急躲时，臂上早着。
李逵说：很简单，只要我嘴里含着一枚铜钱就行了！,李逵道：也容易，我只口里衔著一文铜钱便了！
六名南方的将领已经被关胜击退，然后匆忙回到城里去了，赶紧告诉宋先锋。,六员南将，已被关胜杀退，自回城里去了，慌忙报与宋先锋知道。
鞍鞯闪烁蜀锦光芒，五明骏马玉玎发出悦耳声音。,蜀锦鞍鞯宝镫光，五明骏马玉玎。
吴学究说：“不要说将军比李广，就是养由基也不如神手！山寨很幸运。”,"吴学究称赞道：""休言将军比李广，便是养由基也不及神手！真乃是山寨有幸！"""
宴会结束，大家都喝得很醉，各头领各自回到分配的住所。,筵宴已毕，人皆大醉，众头领各归所拨房舍。
管营道：“你是刚到的新犯人，根据太祖武德皇帝的遗留下来的旧规定：‘新入配军必须接受一百次杀威棒惩罚’。左右，快把人驮起来！”,"管营道：""你是新到犯人，太祖武德皇帝留下旧制∶""新入配军须吃一百杀威棒""。左右！与我驮起来！"""
林冲大声呼喊着，让众人聚集在亭前参拜。,林冲喝叫众人就於亭前参拜了。
庄客来找王庆，问他哪里这么热闹。,王庆便来问庄客，何处恁般热闹。
宋江说：“我同意。”,宋江道：“最好。”
早在人们就传颂着这样的故事：蓟州罗真人被公认为天下闻名的得道活神仙。,早有使人禀道：这蓟州罗真人是天下有名的得道活神仙。
林冲等人热情地邀请晁盖乘坐轿马，一同前往大寨。,林冲等一行人请晁盖上了轿马，都投大寨里来。
花荣接到命令，立即挺起长枪，跃上马背，冲向战场。他高声质问：“你到底是何人，竟然助纣为虐，与叛贼为敌？如果我抓到你，我会将你斩首示众，让你的尸体碎片遍野！如果你愿意投降，我或许可以饶你一命！”,"花荣得令，便横枪跃马，出到阵前，高声喝问：""你那是甚人，敢助反贼，与吾大兵敌对？我若拿住你时，碎尸万段，骨肉为泥！好好下马受降，免汝一命！"""
薛霸说：我们俩起得太早了，感觉很疲惫。想找个地方在树林里休息一下，但又怕你离开。,薛霸道：我两个起得早了，好生因倦；欲要就林子里睡一睡，只怕你走了。
范全为王庆购置了一套全新的衣服，然后送到了段家庄。,范全替王庆做了一身新衣服，送到段家庄上。
一道瀑布倾斜而下，宛如飞流直下，藤萝从高处倾泻而下，倒挂着。,瀑布斜飞，藤萝倒挂。
突然，西寨传来报道：“一群长须大汉和虎面大汉，旗上写着‘美髯公朱仝’和‘插翅虎雷横’，正迅速来袭！”,只见西寨边，又来报道：“一个长髯大汉，一个虎面大汉，旗号上写著“美髯公朱仝”、“插翅虎雷横”，前来攻打甚急！”
几杯酒下肚，宋江站起身来，举起酒杯说道：昨晚有些冒犯，请多多包涵。,酒至数巡，宋江起身把盏陪话道：夜来甚是冲撞，幸望宽恕。
只听一声爆裂，击中了琼英飞来的石头：两颗石头打出了雪花般的降落。,只听的一声响亮，正打中琼英飞来的石子：两个石子，打得雪片般落将下来。
范全站起来对王庆说：“我明天得去州里值班，先告辞了，等明天再来和你见面。”,"范全起身对王庆道：""我要州里去当值，明日再来看你。"""
"王婆说：""'看着旌节来了，等着好消息';别叫我'棺材出来了，得付钱给挽歌的人'！""","王婆道：""'眼望旌节至，专等好消息'；不要叫老身'棺材出了讨挽歌郎钱'！"""
那婆子还是老样子，突然站了起来，大声喝斥道：“你这小猴子！我和你没什么关系，你为什么要来骂我！”,"那婆子旧性不改，便跳起身来喝道：""你这小猢狲！老娘与你无干，你做甚麽又来骂我！"""
众人经历了一晚的休息后，第二天一早便登上了朱贵的大船。朱贵热情地邀请众多好汉下船，一同前往山寨，晁盖等人的船只也跟随在后面，朝着山寨的方向驶去。,众好汉过了一夜，次日早起，朱贵唤一支大船，请众多好汉下船，就同带了晁盖等来的船支，一齐望山寨里来。
呼延灼说：我的军队，只要找到休息的地方就停下来。,呼延灼道：我出军的人，但有歇处便罢。
施恩、薛永、穆春、李忠带领两千人马，埋伏在东泥冈路口。,教施恩，薛永，穆春，李忠领兵二千，埋于东泥冈路口。
转眼间，一条赤红色的龙从山谷中蜿蜒飞出，朝这边飞舞而来。,须臾，山凹里又腾出一条赤龙，飞舞前来。
在这一晚的道场里，他展现出了极大的关注和善意。,因这一夜道场里，见他十分照有意。
鲁智深来到退居内房，安置好包裹、行李，倚着禅杖，挂着戒刀。几位种地道人前来参拜，所有的钥匙都交给了他。,却说鲁智深来到退居内房中安顿了包裹，行李，倚了禅杖，挂了戒刀，那数个种地道人都来参拜了，但有一应锁钥尽行交割。
在庙里等待着的两个牌军买了福物煮熟，等待已牌的到来，却迟迟未见有人前来。,且说两个牌军买了福物煮熟，在庙等到已牌，也不见来。
众人跟着分付下山。,分付已罢，引领众人下山去了。
晁盖教导山寨的成员们在山前山后定居，同时重建房屋和修复城墙。,再说晁盖教山前山后各拨定房屋居住；山寨里再起造房舍，修理城垣。
在大军压境的时候，根本没有时间救治伤者！,只是大军所压之地，急切无有医人！
酒店的外观却是一个宁静的村落小酒馆。,看那酒店时，却是个村落小酒肆。
宋先锋教授军队将首级号令发送至各个城门。,宋先锋教军士将首级号令各门。
在秋风飘零的当天，路上滑溜溜的，卢俊义每一步都摇摇晃晃。薛霸手持水火棍，拦腰向卢俊义打去，董超则假意劝阻。一路上，卢俊义埋怨苦不堪言。,当日秋两纷纷，路上又滑，卢俊义一步一颠，薛霸起水火棍，拦腰便打，董超假意去劝，一路上埋冤叫苦。
鲁智深再次调整，武松化装成行脚僧前往大名城外的一座庵院挂单。他们等待着城中号火响起时，便在南门外拦截大军，冲击他们的去路。,再调鲁智深，武松扮做行脚僧前去大名城外庵院挂搭，只看城中号火起时，便去南门外截住大军，冲击去路。
太尉问道：“走的是哪种妖魔？”,"太尉间道：""走了的却是甚么妖魔？"""
拿起禅杖，然后回到香积厨房。,提了禅杖，再回香积厨来。
宋江说：兄弟，你的脾气怎么改不了？,宋江喝道：兄弟，你这性子怎去得？
青衣引领着宋江走出殿堂，沿着西阶缓缓走出，穿过棂星红门，然后踏上熟悉的道路。,青衣前引宋江下殿，从西阶而出，转过棂星红门，再登旧路。
立刻和那个男人谈论起了掷朱窝儿的事情。,随即与那汉讲过掷朱窝儿。
"王婆问：""完了？""","王婆问道：""了也未？"""
"吴用说：""这么大的地方，怎么能禁止打鱼和摘鲜？""","吴用道：""偌大去处，终不成官司禁打鱼鲜？"""
公孙胜说：“兄长计划很周全！但高温让士兵疲惫生病，如果敌人突然袭击，虽然我们有十倍兵力，也无法取胜。我可以用一个小法术让士兵们冷静下来，让马匹凉爽，这样就能增强战斗力。”,"分拨甫定，忽见公孙胜说道：""兄长筹画甚妙！但如此溽暑，军士往来疲病，倘贼人以精锐突至，我兵虽十倍于众，必不能取胜。待贫道略施小术，先除了众人烦燥，军马凉爽，自然强健。"""
那帮手持棍棒的人说：“你倒是去鸟村啊！我们可是闯遍州城，无处不去！到处都有人围观！就算是京城的天子杀人，也还是会有人围观，你这个小地方，砍倒两个人，搞得全世界都知道了，我们才来看看，打什么紧！”,"那伙使棒的说道：""你倒鸟村！我们冲州撞府，那里不曾去！到处看出人！便是京师天子杀人，也放人看，你这小去处，砍得两个人，闹动了世界，我们便挨出来看一看，打甚么鸟紧！"""
"""你又来干什么？"" 祝彪问道。","祝彪喝道；""你又来则么？"""
天子非常高兴，说：“我知道你们在边塞的辛苦和努力，很多人受伤了，我很担心。”,天子圣意大喜，乃曰：“寡人多知卿等征进劳苦，边塞用心，中伤者多，寡人甚为忧戚。”
吴用立即安排众头领分工，各司其职，一切尽在掌握。,吴用当下调拨众头领，分派去办，不在话下。
王禀与对手搏斗了很久，最终景德被他斩死在马下。,两个斗了十合之上，王禀将景德斩于马下。
三大王方貌退兵入城，坚守不出，分派将领守卫各门，深挖鹿角，城上设有踏弩、硬弓、擂木、炮石，窝铺内储存金汁，女边堆放灰瓶，准备坚固守城。,且说三大王方貌退兵入城，坚守不出，分调诸将，守把各门，深栽鹿角，城上列着踏弩、硬弓、擂木、炮石，窝铺内熔煎金汁，女边堆垛灰瓶，准备牢守城池。
驸马柯立即率领南方的军队，手持云璧奉尉，穿上盔甲上马出征。,柯驸马当下同领南兵，带了云璧奉尉，披挂上马出师。
解珍说：“刚才我们在楼前看到一支探马过去，估计会有大批军队到达。你赶紧去处理吧。”,解珍道：“我两个方才在楼前，见探马过去，多管兵马到了。你只顾去行事。”
不想王文斌无知，还想欺骗他人获得声誉，于是下令前军击鼓进攻；面对番军，他们也敲鼓鸣金。,不想王文斌自己不识，且图诈人要誉，便叫前军擂鼓搦战；对阵番军，也挝鼓鸣金。
在府尹正在处理政务的时候。,正值府尹坐衙。
