input,output
魏延上帐献计道：“夏侯楙是个富贵公子，缺乏谋略。我打算率领精兵五千人，选择褒中出口，沿着秦岭向东，然后向子午谷北进，十天内可到达安长。如果夏侯楙听到我突然来袭，肯定会放弃城市，逃往横门邸阁。而我将从东方出现，丞相可以率领军队从斜谷进攻。如此行事，咸阳以西即可一鼓而定。”,魏延上帐献策曰：“夏侯楙乃膏粱子弟，懦弱无谋。延愿得精兵五干，取路出褒中，循秦岭以东，当子午谷而投北，不过十日，可到安长。夏侯楙若闻某骤至，必然弃城望横门邸阁而走。某却从东方而来，丞相可大驱士马，自斜谷而进。如此行之，则咸阳以西，一举可定也。”
因为担心有篡逆的苗头，所以写了这篇文章。,惧其篡逆之萌，因斯而作。
孔明说：“现在沿着长江安营扎寨，准备战船，难道不想征服江东，还打算去哪里？”,孔明曰：“即今沿江下寨，准备战船，不欲图江东，待取何地？”
看了之后，发现是袁绍手下的老将焦触、张南。,操视之，乃袁绍手下旧将焦触、张南也。
公勃然大怒，手持刀盾迎战，不到三招，潘璋便仓皇逃走。,公大怒，轮刀相迎，只三合，潘璋败走。
儒说：“温侯刚刚战败，军队失去了斗志。建议我们回洛阳，把皇帝搬到长安，以回应那些童谣。最近大街小巷都传颂着这样的童谣：西头有一个汉子，东头也立着一个汉子。鹿一旦进入了长安，就会平安无事。我觉得这个童谣中的‘西头一个汉’指的是高祖在长安建立的帝国，传了一十二世；而‘东头一个汉’指的是光武在洛阳建立的帝国，如今也传了一十二世。天命注定要回长安，丞相带皇帝回去也安全无虞。”,儒曰：“温侯新败，兵无战心。不若引兵回洛阳，迁帝于长安，以应童谣。近日街市童谣曰：西头一个汉，东头一个汉。鹿走入长安，方可无斯难。臣思此言‘西头一个汉’，乃应高祖旺于西都长安，传一十二帝；‘东头一个汉’，乃应光武旺于东都洛阳，今亦传一十二帝。天运合回。丞相迁回长安，方可无虞。”
王又偷偷地写信给吕布，描述了吕布对曹公的尊敬之情。,又出操私书，王则在吕布面前极道曹公相敬之意。
雍闿听到孔明亲自率领大军来袭，便与高定、朱褒商讨对策，决定分别部署三路军队：高定占据中路，雍闿守 left，朱褒守 right；每路军队都指挥着五六万人迎战。,却说雍闿听知孔明自统大军而来，即与高定、朱褒商议，分兵三路：高定取中路，雍闿在左，朱褒在右；三路各引兵五六万迎敌。
出了城门，我看到一个人在马前恭敬地说：“公子的马不能再骑了。”,方出城门，只见一人在马前长揖曰：“公所骑马，不可乘也。”
"""明日我将亲自率领一千名士兵迎战，假装输给敌人，引诱他们到北山脚下，然后放炮声为号，四面合围进攻，一定能够取得胜利。""",“明日吾自引一千兵搦战，却佯输诈败，诱到北山之前，放炮为号，三面夹攻，必获大胜。”
在江边，前队已经安营扎寨，划分为五个营寨。,前队临江下寨，前后分五营。
沮授出来后感叹道：“要有远大的志向，也要脚踏实地努力工作；像悠悠的黄河水一样，我怎么能成功呢！”,沮授出，叹曰：“上盈其志，下务其功；悠悠黄河，吾其济乎！”
魏延接受了孔明的秘密计划：先保存三十骑军队，埋伏在王双的营地附近；当王双发起军队追赶时，就去他营地放火；等他回到营地，突然袭击并杀掉他。,原来魏延受了孔明密计：先教存下三十骑，伏于王双营边；只待王双起兵赶时，却去他营中放火；待他回寨，出其不意，突出斩之。
时年十九岁的尚时年。,尚时年一十九岁。
泰令兵包围汉中，切断其粮道，展开进攻。,泰令兵四面围住攻打，又以兵断其汉中粮道。
诸葛亮问道：“是谁让军队陷入了困境？”,孔明曰：“是谁失陷了军来？”
孔明笑着说：“我曾建议主公夺取荆州，您却没有采纳。现在怎么想起呢？”,孔明大笑曰：“当初亮劝主公取荆州，主公不听，今日却想耶？”
玄德从背后发起进攻，敌人溃败，逃进宛城。,玄德从背后掩杀，贼众大败，奔入宛城。
引三千军离开定军山，听从命令前行。,尚受令，引三千军离定军山大寨前行。
就在话还没说完的时候，一个帐下的人突然大声喊道：“我愿意做前部的先锋！”,言未毕，帐下一人高叫曰：“某愿为前部先锋！”
姜维率军出击，越吉带领铁车部队赶来。,姜维引军出，越吉引铁车兵来。
刀斧手推推出斩，将首级在辕门外号令。,喝刀斧手推出斩之，将首级号令于辕门外。
在六月份的一个晚上，黑气弥漫了整个天空，突然飞进了温德殿。,六月朔，黑气十余丈，飞入温德殿中。
孔明拿着印章说道：“责任都在将军身上。”,孔明擎着印曰：“这干系都在将军身上。”
第二天，严舆离开城市，前来见孙策。,次日，使严舆出城，来见孙策。
操说：“我准备好了。”,操曰：“吾已准备了也。”
回到寨中，许褚受到重赏，而众将则被斥责：“在敌阵中后退，削弱了我的勇气！下次再有这样行为的人，都将被斩首。”,操回寨，重赏许褚，责骂众将：“临敌先退，挫吾锐气！后若如此，尽皆斩首。”
张飞说：“从现在起，我会少喝酒，不再责骂士兵，虚心接受别人的劝告。”,张飞曰：“弟自今以后，不饮酒，不打军士，诸般听人劝谏便了。”
玄德站在船上，看着百姓遭受灾难，心中无比痛苦地说道：“因为我一个人而让百姓受难，我实在是太自私了！”,玄德于船上望见，大恸曰：“为吾一人而使百姓遭此大难，吾何生哉！”
在城中，曹兵突然冲出，吴兵互相踩踏，许多人掉进了堑壕。,城中曹兵突出，吴兵自相践踏，落堑坑者无数。
领命的肃前来拜见孔明。,肃领命来见孔明。
懿说：“你们各位将领都要努力防备蜀军。听到中军炮响，四面都要进攻。”,懿曰：“汝等诸将皆要尽心以防蜀兵。听吾中军炮响，四面皆进。”
于是就和赵云一起喝了点酒，然后一起骑马走了。,遂与赵云饮了数杯，上马同行。
按照武侯街亭的旧传统，我决定上书自请降职为后将军，继续担任大将军职务。,维照武侯街亭旧例，乃上表自贬为后将军，行大将军事。
瑜说：“这是陈旧的学说！江东自从建国以来，已经传承三世，怎么能够突然废弃呢？”,瑜曰：“此迂儒之论也！江东自开国以来，今历三世，安忍一旦废弃？”
艾赞叹道：“姜维真是继承了武侯的遗志啊！”,艾叹曰：“姜维深得武侯之法也！”
关公离开时，对随从说：“你们先护送车仗离开，如果有追赶的人，我自己应付，不要惊动两位夫人。”,关公既出门，谓从者曰：“汝等护送车仗先行，但有追赶者，吾自当之，勿得惊动二位夫人。”
让我们等待下文，以了解献帝的回答。,未知献帝如何回答，且看下文分解。
操笑着说：“我今天差点被小贼缠住了！”,操大笑曰：“我今日几为小贼所困！”
帐下突然有人站起来说道：“老将军年纪大了，怎么能去呢？小将无能，愿意前往。”,忽帐下一人出曰：“老将军年纪高大，如何去得？小将不才愿往。”
命令军队向前推进，让张辽留守后防线，与吕蒙对抗。,操催军马向前，留张辽断后，抵敌吕蒙。
在春天第二个月的时候，丕带着睿一起去打猎。,当年春二月，丕带睿出猎。
王平和张嶷带领军队迎击，两军展开激烈的战斗。,王平、张嶷引兵相迎，两军混战一场。
在秋末冬初之际，凉风袭来，顿感寒意；傍晚将至，哭声响遍大地。,时秋末冬初，凉风透骨；黄昏将近，哭声遍野。
第二天，姜维全部调离九寨的军队，部署在祁山前。,次日，姜维尽拔九寨之兵，分布于祁山之前。
感到惊讶的恪心腹张约在车前悄悄告诉他说：“今天宫中举行宴会，情况不明，主公最好不要贸然进去。”,恪甚惊怪，心腹将张约进车前密告曰；“今日宫中设宴，未知好歹，主公不可轻入。”
东路已经安全，让叔孙静守在那里，让朱治担任吴郡太守，撤回军队回到江东。,自是东路皆平，令叔孙静守之，令朱治为吴郡太守，收军回江东。
幸好那匹马是大宛良马，能够承受疼痛，快速奔跑。,亏得那马是大宛良马，熬得痛，走得快。
纪灵大声呼唤着少歇，关公立刻挥马回到阵前，站在阵前等待。,纪灵大叫少歇，关公便拨马回阵，立于阵前候之。
数不清有多少地方送来了粮食。,四方送粮食者，不计其数。
马谡和王平带着军队到达街亭，仔细观察了地形。,却说马谡、王平二人兵到街亭，看了地势。
上马出迎的，是祝融夫人。,祝融夫人即上马出迎。
让我们来看看孟获说了些什么。,未知孟获所言若何，且看下文分解。
魏邈、施朔掌管外部事务，张布在内应方面提供帮助。,奉同魏邈、施朔掌外事，张布为内应。
曹仁率领军队斜向撤离，然后遭遇甘宁的猛烈攻击。,曹仁引军刺斜而走，又遇甘宁大杀一阵。
忠大欢欣，于是命令陈式率领一千名军队，从山口出发布阵。,忠大喜，遂令陈式引军一千，出山口列阵。
当来到庄前时，我突然想起蔡邕的事情，于是命令军马先行。我自己则带着近百名近侍来到庄门下马。,当日到庄前，因想起蔡邕之事，令军马先行，操引近侍百余骑，到庄门下马。
众亲友看到这情形，都吃惊地问道：“将军出征，为什么带着这种不吉利的东西？”,众亲友见之，皆惊问曰：“将军出师，何用此不祥之物？”
在杨奉和董承的激烈对抗中，皇帝的车驾成功驶出；百官、宫人们纷纷抛弃了符册、典籍和一切皇帝所需的物品。,杨奉、董承两边死战，刚保帝后车出；百官宫人，符册典籍，一应御用之物，尽皆抛弃。
昭加祎担任偏将军职务。,昭加祎为偏将军。
难道三纲之道已经缺失了吗？这是天地间的准则啊！,三纲之道，天地之纪，毋乃有阙？
用主人的态度对待客人。,操以客礼待之。
玄德带着关和张来到颍川，听到激烈的战斗声，看到火光冲天，急忙带领军队赶来，却发现敌人已经溃散。,却说玄德引关、张来颍川，听得喊杀之声，又望见火光烛天，急引兵来时，贼已败散。
崔谅和关兴走在前面，张苞紧随其后。,关兴跟崔谅先行，张苞在后。
五度未成功，四番难奏绩。,已叹四番难奏绩，又嗟五度未成功。
关公抵达许昌后，曹操对待他非常慷慨：连续三日小规模宴请，连续五日大规模宴请；还赠送十名美女，让他们侍奉关公。,关公自到许昌，操待之甚厚：小宴三日，大宴五日；又送美女十人，使侍关公。
在襄阳城中，民众纷纷趁着混乱逃离城市，跟随玄德离开。,襄阳城中百姓，多有乘乱逃出城来，跟玄德而去。
操说：“听说绍想占领许都，现在看到我回来，又有了新的打算。”,操曰：“吾闻绍欲图许都，今见吾归，又别生他议。”
得到消息，细作得知曹操与东吴结盟，意图夺取荆州，立即报告入蜀。,细作人探听得曹操结连东吴，欲取荆州，即飞报入蜀。
程普比瑜年长，但现在瑜的职位在他之上，他感到不开心。因此，当天他借口生病没有出席，让长子程咨代替他。,原来程普年长于瑜，今瑜爵居其上，心中不乐：是日乃托病不出，令长子程咨自代。
